                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                 1.2112,                 1.2238,                 1.2913,                0.84862,                0.79162,                0.85816,                 0.6446,                 1.0561,                0.96135,                 1.2044,              0.0084358,              0.0084358,              0.0084358
                    160,                 1.2098,                 1.2226,                 1.2888,                0.84991,                 0.7758,                0.85514,                0.62483,                 1.0891,                0.95488,                  1.226,              0.0084259,              0.0084259,              0.0084259
                    161,                 1.2057,                 1.2286,                 1.2742,                0.84555,                0.76628,                 0.8558,                0.62639,                 1.0599,                0.91902,                 1.2021,               0.008416,               0.008416,               0.008416
                    162,                  1.161,                 1.1975,                 1.2587,                0.85926,                0.79534,                0.88271,                0.64758,                 1.0098,                0.88975,                 1.1786,              0.0084061,              0.0084061,              0.0084061
                    163,                 1.2289,                 1.2298,                 1.2967,                0.79824,                0.83904,                0.88341,                0.64192,                 1.0939,                0.93869,                 1.2072,              0.0083962,              0.0083962,              0.0083962
                    164,                 1.1688,                 1.1596,                 1.2691,                0.83327,                 0.8165,                0.86869,                0.64502,                 1.0874,                0.93232,                 1.2282,              0.0083863,              0.0083863,              0.0083863
                    165,                 1.2184,                  1.211,                 1.2768,                 0.8674,                0.79682,                0.87909,                 0.6502,                 1.1203,                 1.0212,                 1.2366,              0.0083764,              0.0083764,              0.0083764
                    166,                 1.1658,                  1.148,                 1.2533,                0.86717,                0.80748,                0.87451,                0.65525,                 1.1089,                0.91485,                  1.182,              0.0083665,              0.0083665,              0.0083665
                    167,                 1.1699,                 1.1317,                 1.2407,                0.89495,                0.79591,                0.88633,                0.66317,                 1.0412,                0.89153,                 1.1883,              0.0083566,              0.0083566,              0.0083566
                    168,                 1.1753,                 1.1681,                 1.2467,                0.84676,                0.83198,                0.87999,                0.66378,                0.99515,                0.87271,                 1.1777,              0.0083467,              0.0083467,              0.0083467
                    169,                 1.1832,                 1.1327,                 1.2649,                0.87931,                0.78604,                0.86636,                 0.6501,                 1.0958,                0.97008,                 1.2089,              0.0083368,              0.0083368,              0.0083368
                    170,                 1.1597,                 1.1354,                 1.2531,                0.87177,                0.82547,                0.87495,                0.65519,                 1.0217,                0.86508,                 1.1892,              0.0083269,              0.0083269,              0.0083269
                    171,                 1.1434,                 1.1427,                 1.2429,                0.86156,                0.81858,                0.87654,                0.65224,                  1.048,                 0.8704,                 1.2008,               0.008317,               0.008317,               0.008317
                    172,                 1.1916,                 1.1539,                 1.2565,                0.85283,                0.77421,                0.86313,                0.64954,                 1.0335,                0.87527,                 1.1821,              0.0083071,              0.0083071,              0.0083071
                    173,                 1.1448,                   1.14,                 1.2333,                0.89807,                0.76769,                0.87974,                0.65903,                 1.0315,                 0.8584,                 1.1884,              0.0082972,              0.0082972,              0.0082972
                    174,                 1.1925,                 1.1691,                 1.2671,                0.88879,                0.80337,                0.89202,                0.66554,                 1.0534,                0.88695,                 1.2004,              0.0082873,              0.0082873,              0.0082873
                    175,                 1.1486,                 1.1267,                 1.2375,                0.86924,                0.82147,                0.89203,                0.67814,                 1.0186,                0.84808,                 1.1852,              0.0082774,              0.0082774,              0.0082774
                    176,                 1.1609,                 1.1149,                 1.2514,                0.85725,                0.84605,                0.88351,                0.66744,                 1.0277,                0.83568,                  1.166,              0.0082675,              0.0082675,              0.0082675
                    177,                   1.14,                 1.1258,                 1.2287,                0.89618,                0.81021,                0.89316,                0.67363,                 0.9813,                0.78958,                 1.1598,              0.0082576,              0.0082576,              0.0082576
                    178,                  1.153,                  1.115,                 1.2445,                 0.8464,                0.84626,                0.89234,                0.67663,                 1.0059,                0.84208,                 1.1594,              0.0082477,              0.0082477,              0.0082477
                    179,                  1.161,                 1.1246,                 1.2547,                0.81628,                0.83276,                0.87047,                0.65284,                 1.0015,                0.89137,                 1.1822,              0.0082378,              0.0082378,              0.0082378
                    180,                 1.1422,                 1.0991,                 1.2481,                0.85211,                0.81923,                0.88071,                0.66523,                 1.0154,                0.93113,                 1.1823,              0.0082279,              0.0082279,              0.0082279
                    181,                 1.1574,                 1.1158,                 1.2462,                0.87701,                0.79904,                0.88848,                0.68517,                 0.9908,                0.83892,                 1.1554,               0.008218,               0.008218,               0.008218
                    182,                 1.1623,                 1.1453,                  1.255,                0.84108,                0.79528,                0.87202,                0.66796,                 1.0025,                 0.8376,                 1.1612,              0.0082081,              0.0082081,              0.0082081
                    183,                 1.1363,                 1.1128,                 1.2271,                0.81944,                0.83669,                0.87766,                0.67273,                 1.0215,                0.84574,                 1.1474,              0.0081982,              0.0081982,              0.0081982
                    184,                 1.1623,                 1.1768,                 1.2482,                0.85279,                 0.8543,                0.89495,                0.68168,                 1.0054,                0.83658,                 1.1343,              0.0081883,              0.0081883,              0.0081883
                    185,                  1.131,                 1.1001,                 1.2279,                0.85891,                0.84964,                0.91105,                0.70201,                0.98214,                0.88622,                 1.1279,              0.0081784,              0.0081784,              0.0081784
                    186,                 1.1466,                 1.1293,                 1.2277,                0.89855,                0.85282,                0.90907,                0.68157,                0.97257,                0.83918,                 1.1314,              0.0081685,              0.0081685,              0.0081685
                    187,                 1.1486,                 1.1475,                  1.247,                0.84779,                0.86703,                0.90401,                0.69098,                0.96233,                0.84066,                 1.1374,              0.0081586,              0.0081586,              0.0081586
                    188,                 1.1476,                 1.1042,                 1.2302,                    0.9,                 0.8592,                 0.9215,                0.70008,                0.99154,                0.79141,                 1.1333,              0.0081487,              0.0081487,              0.0081487
                    189,                 1.1255,                  1.071,                 1.2157,                0.89822,                   0.85,                0.90963,                0.69926,                0.99906,                0.78993,                 1.1277,              0.0081388,              0.0081388,              0.0081388
                    190,                 1.0986,                 1.0714,                  1.207,                0.91176,                0.83056,                0.90954,                0.70672,                0.96681,                0.77867,                 1.1349,              0.0081289,              0.0081289,              0.0081289
                    191,                 1.1234,                 1.1133,                 1.2321,                0.88049,                0.80759,                0.88933,                 0.6861,                 0.9913,                0.82313,                 1.1377,               0.008119,               0.008119,               0.008119
                    192,                 1.1674,                 1.0919,                 1.2262,                0.87056,                0.83446,                0.91008,                0.71129,                0.98108,                0.77518,                 1.1316,              0.0081091,              0.0081091,              0.0081091
                    193,                  1.115,                 1.0665,                 1.2132,                0.89177,                0.85737,                0.91573,                0.70579,                0.95233,                0.76162,                 1.1135,              0.0080992,              0.0080992,              0.0080992
                    194,                 1.1251,                 1.0804,                 1.2284,                0.88925,                0.88285,                0.92071,                0.70741,                0.95173,                0.82272,                 1.1216,              0.0080893,              0.0080893,              0.0080893
                    195,                 1.1053,                 1.0195,                 1.2048,                0.90135,                0.83914,                0.91336,                0.70267,                 1.0184,                0.79631,                 1.1454,              0.0080794,              0.0080794,              0.0080794
                    196,                 1.1253,                 1.0695,                 1.2185,                0.91252,                0.82565,                0.91206,                0.70711,                0.96615,                 0.7774,                 1.1322,              0.0080695,              0.0080695,              0.0080695
                    197,                 1.0966,                 1.0465,                 1.1988,                0.87976,                0.83635,                0.91183,                0.70475,                0.91621,                0.81548,                 1.1056,              0.0080596,              0.0080596,              0.0080596
                    198,                 1.1208,                 1.0536,                 1.2121,                0.86666,                0.85622,                0.92273,                0.71119,                0.97156,                0.77992,                 1.1385,              0.0080497,              0.0080497,              0.0080497
                    199,                 1.1196,                 1.0738,                 1.2193,                0.89568,                0.86351,                0.91787,                0.71548,                0.97286,                0.79331,                 1.1493,              0.0080398,              0.0080398,              0.0080398
                    200,                 1.0919,                 1.0469,                 1.2076,                0.85925,                0.83454,                0.89111,                 0.6882,                0.95971,                0.80228,                 1.1379,              0.0080299,              0.0080299,              0.0080299
                    201,                 1.0847,                 1.0492,                 1.2139,                0.87685,                0.84155,                0.90763,                0.71338,                 0.8995,                 0.7727,                  1.096,                0.00802,                0.00802,                0.00802
                    202,                 1.0836,                 1.0219,                 1.1939,                0.89946,                0.84443,                 0.9156,                0.71662,                0.90669,                 0.7366,                 1.1057,              0.0080101,              0.0080101,              0.0080101
                    203,                 1.0867,                 1.0208,                 1.1967,                0.88305,                0.85678,                0.90047,                0.69758,                0.93536,                0.75748,                 1.1229,              0.0080002,              0.0080002,              0.0080002
                    204,                 1.0686,                 1.0007,                 1.1873,                0.87627,                0.86278,                0.90282,                0.71511,                0.90474,                0.78737,                    1.1,              0.0079903,              0.0079903,              0.0079903
                    205,                 1.0875,                  1.013,                 1.1961,                0.89683,                0.84681,                0.91375,                0.71652,                0.92162,                0.74875,                 1.1006,              0.0079804,              0.0079804,              0.0079804
                    206,                 1.0844,                 1.0336,                 1.1873,                0.91883,                0.86166,                0.93199,                0.72958,                0.91419,                0.74082,                 1.0916,              0.0079705,              0.0079705,              0.0079705
                    207,                 1.0889,                 1.0223,                 1.1893,                0.89745,                0.87705,                0.92614,                  0.723,                0.90272,                0.74905,                 1.1084,              0.0079606,              0.0079606,              0.0079606
                    208,                 1.0954,                 1.0053,                 1.2028,                0.85453,                0.89205,                0.91666,                0.71916,                0.93417,                0.73096,                 1.1015,              0.0079507,              0.0079507,              0.0079507
                    209,                 1.0722,                0.98799,                 1.1788,                0.86234,                0.86065,                0.91006,                0.71756,                0.92914,                0.75867,                  1.108,              0.0079408,              0.0079408,              0.0079408
                    210,                 1.0668,                 1.0013,                  1.188,                  0.854,                0.85882,                0.90592,                0.70156,                0.94631,                0.77633,                 1.1253,              0.0079309,              0.0079309,              0.0079309
                    211,                 1.1105,                 1.0381,                 1.2065,                0.89047,                0.87733,                0.92131,                0.71804,                0.89213,                0.76357,                 1.0923,               0.007921,               0.007921,               0.007921
                    212,                 1.0701,                 1.0062,                   1.19,                 0.9119,                0.86505,                0.92808,                0.72395,                0.91873,                0.76663,                 1.0831,              0.0079111,              0.0079111,              0.0079111
                    213,                 1.0547,                0.97684,                 1.1687,                 0.8683,                0.87808,                0.92095,                0.73107,                0.87106,                 0.7748,                 1.0705,              0.0079012,              0.0079012,              0.0079012
                    214,                 1.0294,                0.96019,                 1.1607,                0.89249,                0.86168,                 0.9163,                0.73029,                0.91302,                0.74366,                 1.0985,              0.0078913,              0.0078913,              0.0078913
                    215,                 1.0781,                 1.0013,                 1.1984,                 0.8886,                0.88311,                 0.9294,                0.73533,                0.95127,                0.75016,                 1.1062,              0.0078814,              0.0078814,              0.0078814
                    216,                   1.07,                 1.0154,                  1.191,                 0.9215,                0.84223,                  0.925,                0.72285,                0.92414,                0.80419,                 1.1125,              0.0078715,              0.0078715,              0.0078715
                    217,                 1.0656,                 1.0003,                 1.1853,                0.89927,                 0.8639,                0.92889,                0.72941,                 0.8999,                0.70722,                 1.0774,              0.0078616,              0.0078616,              0.0078616
                    218,                 1.0387,                0.94478,                 1.1662,                0.91485,                0.89258,                0.93826,                0.74312,                0.89558,                0.72164,                 1.0804,              0.0078517,              0.0078517,              0.0078517
                    219,                 1.0583,                0.99352,                 1.2012,                 0.9192,                0.87427,                0.93551,                0.73591,                0.91325,                0.73839,                 1.0874,              0.0078418,              0.0078418,              0.0078418
                    220,                 1.1048,                 1.0259,                 1.2145,                 0.9164,                0.89209,                0.94716,                0.74221,                0.93514,                0.68646,                 1.0877,              0.0078319,              0.0078319,              0.0078319
                    221,                 1.0486,                0.98348,                 1.1807,                0.88064,                0.90201,                0.92341,                0.73968,                0.88632,                0.72473,                 1.0908,               0.007822,               0.007822,               0.007822
                    222,                 1.0569,                0.96109,                  1.171,                0.87873,                0.86308,                0.90671,                0.71806,                0.89169,                0.70147,                 1.0841,              0.0078121,              0.0078121,              0.0078121
                    223,                 1.0863,                0.97204,                 1.1851,                0.90799,                0.86349,                0.93087,                0.73366,                0.93456,                0.71389,                 1.0992,              0.0078022,              0.0078022,              0.0078022
                    224,                 1.0969,                 1.0169,                 1.2014,                0.88217,                0.90366,                0.93027,                0.73827,                0.88638,                0.72464,                 1.0936,              0.0077923,              0.0077923,              0.0077923
                    225,                 1.0291,                0.95177,                 1.1626,                0.88251,                0.85304,                0.91704,                 0.7316,                0.87373,                0.72319,                 1.0912,              0.0077824,              0.0077824,              0.0077824
                    226,                 1.0448,                0.97984,                 1.1851,                0.88039,                0.85186,                0.91785,                0.73597,                0.85145,                0.74668,                 1.0805,              0.0077725,              0.0077725,              0.0077725
                    227,                 1.0392,                0.94673,                 1.1567,                0.88922,                 0.8723,                 0.9309,                 0.7458,                0.87264,                0.74978,                 1.0594,              0.0077626,              0.0077626,              0.0077626
                    228,                 1.0681,                0.98508,                 1.1802,                0.90107,                0.86401,                0.92664,                0.74658,                0.91634,                0.77029,                 1.0829,              0.0077527,              0.0077527,              0.0077527
                    229,                 1.0576,                0.97608,                 1.1676,                0.89205,                0.89339,                0.93113,                0.74688,                0.86891,                0.69636,                 1.0616,              0.0077428,              0.0077428,              0.0077428
                    230,                 1.0595,                0.98487,                 1.1872,                0.91909,                0.88734,                0.93096,                 0.7503,                0.85567,                0.68391,                 1.0576,              0.0077329,              0.0077329,              0.0077329
                    231,                 1.0432,                 0.9898,                 1.1703,                0.88961,                0.89607,                 0.9303,                0.74533,                0.84542,                 0.6907,                 1.0615,               0.007723,               0.007723,               0.007723
                    232,                 1.0402,                0.98858,                 1.1636,                0.87383,                0.89387,                0.92682,                 0.7401,                0.88776,                0.71841,                 1.0761,              0.0077131,              0.0077131,              0.0077131
                    233,                 1.0336,                0.93931,                 1.1642,                0.89952,                0.89573,                0.92615,                0.74029,                0.85609,                0.70322,                 1.0653,              0.0077032,              0.0077032,              0.0077032
                    234,                 1.0225,                 0.9451,                 1.1678,                0.91151,                0.88306,                0.93545,                0.74718,                0.87137,                 0.7209,                 1.0621,              0.0076933,              0.0076933,              0.0076933
                    235,                 1.0226,                0.92181,                 1.1533,                0.93613,                0.87088,                 0.9373,                0.75193,                0.88491,                0.69761,                 1.0684,              0.0076834,              0.0076834,              0.0076834
                    236,                 1.0288,                0.97393,                  1.161,                0.89723,                0.87378,                0.91301,                0.73006,                0.86243,                0.69933,                 1.0718,              0.0076735,              0.0076735,              0.0076735
                    237,                 1.0149,                0.91781,                 1.1423,                0.90779,                0.86343,                0.92152,                0.73263,                 0.8814,                0.70857,                 1.0695,              0.0076636,              0.0076636,              0.0076636
                    238,                  1.056,                0.93213,                 1.1679,                 0.8974,                0.84508,                 0.9127,                0.72895,                0.88371,                0.68987,                 1.0625,              0.0076537,              0.0076537,              0.0076537
                    239,                 1.0217,                0.92314,                 1.1617,                0.90575,                0.85737,                0.91775,                0.73334,                0.86528,                0.68709,                 1.0716,              0.0076438,              0.0076438,              0.0076438
                    240,                 1.0609,                0.95584,                 1.1712,                0.92335,                0.87251,                0.92465,                0.75335,                0.83637,                0.67731,                 1.0509,              0.0076339,              0.0076339,              0.0076339
                    241,                 1.0404,                0.97429,                 1.1646,                0.89551,                0.86625,                0.92291,                0.75523,                0.83049,                0.69395,                 1.0465,               0.007624,               0.007624,               0.007624
                    242,                 1.0239,                0.94695,                 1.1635,                0.92337,                0.91253,                0.94388,                0.75222,                0.82463,                0.67261,                 1.0491,              0.0076141,              0.0076141,              0.0076141
                    243,                 1.0246,                0.96917,                 1.1628,                0.93318,                0.86905,                0.93756,                0.75388,                0.84471,                0.68918,                 1.0579,              0.0076042,              0.0076042,              0.0076042
                    244,                 1.0174,                0.95218,                 1.1463,                0.92587,                0.86926,                0.93958,                0.75194,                0.86387,                0.66671,                 1.0569,              0.0075943,              0.0075943,              0.0075943
                    245,                 1.0129,                0.91473,                 1.1428,                0.89855,                0.86377,                0.92634,                0.73914,                0.85298,                0.67061,                 1.0578,              0.0075844,              0.0075844,              0.0075844
                    246,                  1.046,                0.95932,                 1.1576,                0.91396,                0.85926,                 0.9317,                0.74876,                0.84262,                0.65434,                 1.0448,              0.0075745,              0.0075745,              0.0075745
                    247,                 1.0424,                0.94483,                 1.1546,                0.90784,                0.88825,                0.92974,                 0.7415,                0.86802,                0.65979,                 1.0589,              0.0075646,              0.0075646,              0.0075646
                    248,                 1.0076,                0.90906,                 1.1495,                0.93912,                 0.8733,                 0.9287,                 0.7455,                0.83102,                0.65467,                 1.0485,              0.0075547,              0.0075547,              0.0075547
                    249,                 1.0139,                0.92668,                 1.1446,                0.94798,                0.90337,                0.94221,                0.76279,                0.81787,                0.64705,                 1.0357,              0.0075448,              0.0075448,              0.0075448
                    250,                0.99605,                0.92096,                 1.1395,                0.92714,                0.88546,                0.94104,                0.75728,                0.83345,                0.66851,                 1.0497,              0.0075349,              0.0075349,              0.0075349
                    251,                0.99845,                0.89241,                 1.1396,                0.91034,                0.90941,                0.94146,                0.75762,                0.78637,                0.65269,                 1.0424,               0.007525,               0.007525,               0.007525
                    252,                0.95115,                0.87666,                  1.126,                0.92709,                0.89162,                 0.9424,                0.76195,                0.81514,                0.65248,                 1.0354,              0.0075151,              0.0075151,              0.0075151
                    253,                0.97187,                0.89333,                 1.1173,                0.90589,                0.91677,                0.94555,                0.77282,                0.78386,                0.62637,                   1.03,              0.0075052,              0.0075052,              0.0075052
                    254,                 1.0193,                 0.9258,                 1.1599,                0.91431,                0.89699,                0.93397,                 0.7618,                0.81204,                0.65498,                 1.0354,              0.0074953,              0.0074953,              0.0074953
                    255,                0.99626,                0.90305,                 1.1279,                0.88263,                0.88204,                0.92814,                0.74953,                 0.8217,                0.66556,                 1.0396,              0.0074854,              0.0074854,              0.0074854
                    256,                0.96198,                0.89535,                 1.1205,                0.89566,                0.91902,                0.93849,                0.75432,                0.81979,                 0.6599,                 1.0411,              0.0074755,              0.0074755,              0.0074755
                    257,                 1.0055,                0.89973,                 1.1322,                0.91219,                0.89851,                0.94025,                0.74821,                0.81605,                0.65477,                 1.0463,              0.0074656,              0.0074656,              0.0074656
                    258,                0.98687,                0.85441,                 1.1225,                0.90046,                0.91176,                0.94494,                0.76962,                0.77325,                0.61452,                 1.0271,              0.0074557,              0.0074557,              0.0074557
                    259,                 0.9913,                0.88826,                 1.1286,                0.95396,                0.88604,                0.94348,                0.76778,                0.79838,                0.61136,                 1.0247,              0.0074458,              0.0074458,              0.0074458
                    260,                0.98778,                0.87922,                 1.1338,                0.94034,                0.89293,                0.94859,                0.77421,                 0.7794,                0.60865,                 1.0313,              0.0074359,              0.0074359,              0.0074359
                    261,                0.99756,                 0.8944,                 1.1476,                0.94335,                0.89062,                0.94313,                0.75732,                0.79303,                0.61215,                 1.0353,               0.007426,               0.007426,               0.007426
                    262,                0.99345,                0.86852,                 1.1302,                0.92586,                0.90662,                0.95259,                 0.7753,                0.80168,                0.61082,                 1.0352,              0.0074161,              0.0074161,              0.0074161
                    263,                 1.0109,                0.89216,                 1.1327,                0.95493,                0.89604,                0.94959,                0.76725,                0.82609,                0.59586,                   1.03,              0.0074062,              0.0074062,              0.0074062
                    264,                0.99735,                0.90189,                 1.1402,                0.93137,                0.91744,                0.95707,                0.77632,                0.80882,                0.60125,                 1.0289,              0.0073963,              0.0073963,              0.0073963
                    265,                0.98158,                0.90366,                  1.135,                 0.8831,                0.90701,                0.93644,                0.76288,                0.79795,                0.62051,                 1.0276,              0.0073864,              0.0073864,              0.0073864
                    266,                 1.0006,                0.91124,                 1.1475,                0.89715,                0.89993,                0.92749,                0.76351,                0.78194,                0.63169,                 1.0334,              0.0073765,              0.0073765,              0.0073765
                    267,                 1.0018,                0.90051,                 1.1402,                0.93317,                0.87674,                0.93532,                0.76551,                0.77889,                0.60987,                 1.0315,              0.0073666,              0.0073666,              0.0073666
                    268,                 1.0422,                0.90582,                 1.1498,                0.92787,                0.89622,                0.94592,                0.76419,                0.81432,                0.62819,                 1.0358,              0.0073567,              0.0073567,              0.0073567
                    269,                0.99027,                0.88663,                  1.135,                 0.8969,                0.90654,                0.93719,                0.74542,                0.84521,                0.64585,                 1.0393,              0.0073468,              0.0073468,              0.0073468
                    270,                0.99444,                0.86613,                 1.1212,                0.90837,                0.92293,                 0.9527,                0.76036,                0.79013,                0.62248,                 1.0328,              0.0073369,              0.0073369,              0.0073369
                    271,                 0.9561,                0.87206,                 1.1163,                0.93993,                0.90201,                0.94675,                 0.7707,                0.79546,                0.62506,                 1.0324,               0.007327,               0.007327,               0.007327
                    272,                0.96982,                0.89402,                 1.1312,                0.94034,                0.88376,                0.94635,                0.76273,                0.79964,                0.60154,                 1.0184,              0.0073171,              0.0073171,              0.0073171
                    273,                 0.9747,                0.88687,                 1.1265,                0.91694,                0.88944,                0.93668,                0.76866,                0.79837,                 0.5993,                 1.0224,              0.0073072,              0.0073072,              0.0073072
                    274,                0.96372,                0.88302,                 1.1306,                0.92433,                0.90309,                0.94077,                0.76761,                 0.8056,                0.62106,                 1.0348,              0.0072973,              0.0072973,              0.0072973
                    275,                0.99601,                0.87736,                 1.1294,                0.91191,                0.89126,                0.93314,                0.76306,                0.77919,                0.61405,                 1.0223,              0.0072874,              0.0072874,              0.0072874
                    276,                0.97844,                0.86826,                 1.1242,                0.93776,                0.89775,                0.95006,                0.77694,                0.79379,                 0.6001,                 1.0361,              0.0072775,              0.0072775,              0.0072775
                    277,                0.98078,                 0.8416,                 1.1222,                 0.9476,                0.90556,                0.95853,                0.78869,                 0.7947,                0.62341,                 1.0095,              0.0072676,              0.0072676,              0.0072676
                    278,                0.99211,                0.85714,                 1.1343,                0.93496,                0.91112,                0.95437,                0.77739,                0.78654,                0.60734,                 1.0034,              0.0072577,              0.0072577,              0.0072577
                    279,                 0.9473,                0.82147,                 1.1076,                0.94579,                0.89308,                0.95108,                0.78097,                0.76771,                0.64266,                 1.0155,              0.0072478,              0.0072478,              0.0072478
                    280,                  1.007,                0.87118,                 1.1368,                0.92353,                0.91728,                0.95815,                0.78759,                0.79736,                0.63278,                 1.0256,              0.0072379,              0.0072379,              0.0072379
                    281,                0.99123,                0.87147,                 1.1256,                0.94715,                  0.908,                0.95973,                0.78556,                0.80466,                0.61035,                 1.0133,               0.007228,               0.007228,               0.007228
                    282,                 0.9269,                0.82328,                 1.1022,                0.93186,                0.89609,                0.95212,                0.78003,                0.80237,                0.63966,                 1.0207,              0.0072181,              0.0072181,              0.0072181
                    283,                0.98221,                0.84789,                 1.1195,                 0.8991,                0.91457,                0.95317,                0.78532,                0.80561,                0.63293,                 1.0228,              0.0072082,              0.0072082,              0.0072082
                    284,                0.93929,                0.83061,                 1.1087,                0.92524,                0.87696,                0.93833,                 0.7722,                0.78732,                0.62581,                 1.0134,              0.0071983,              0.0071983,              0.0071983
                    285,                0.95488,                 0.8552,                 1.1159,                0.93522,                0.89456,                0.93576,                0.77473,                0.76946,                0.60336,                 1.0052,              0.0071884,              0.0071884,              0.0071884
                    286,                0.93648,                0.82588,                 1.1117,                 0.8982,                0.92777,                0.95041,                0.78637,                0.77114,                0.58814,                 1.0277,              0.0071785,              0.0071785,              0.0071785
                    287,                0.96045,                0.82424,                 1.1147,                 0.9661,                 0.9162,                0.96311,                0.79574,                0.73611,                0.57851,                0.99875,              0.0071686,              0.0071686,              0.0071686
                    288,                  1.001,                0.87831,                 1.1295,                0.94536,                0.89831,                0.95858,                0.78393,                 0.8003,                0.61464,                 1.0162,              0.0071587,              0.0071587,              0.0071587
                    289,                0.95718,                0.84308,                 1.1276,                0.92059,                0.90212,                0.94738,                0.77888,                0.81045,                0.60618,                 1.0149,              0.0071488,              0.0071488,              0.0071488
                    290,                 0.9522,                0.83661,                 1.1051,                0.92381,                0.90951,                0.95802,                0.79897,                0.78617,                0.58965,                 1.0071,              0.0071389,              0.0071389,              0.0071389
                    291,                0.93341,                0.83009,                 1.0999,                0.91386,                0.91907,                0.94337,                0.78802,                0.75513,                0.60354,                  1.004,               0.007129,               0.007129,               0.007129
                    292,                0.93355,                0.84968,                 1.1061,                0.91702,                0.91881,                0.94287,                0.78716,                0.76978,                0.60276,                 1.0039,              0.0071191,              0.0071191,              0.0071191
