                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    332,                0.93264,                0.79878,                 1.0892,                0.94269,                0.92744,                0.96771,                0.80796,                 0.7296,                0.55428,                0.96511,              0.0067231,              0.0067231,              0.0067231
                    333,                 0.8793,                0.75874,                 1.0726,                0.95051,                0.92032,                0.96382,                0.80014,                0.68694,                 0.5288,                0.96504,              0.0067132,              0.0067132,              0.0067132
                    334,                0.87216,                0.78376,                 1.0726,                0.93992,                0.93356,                0.95451,                0.80579,                0.68384,                0.52548,                0.96666,              0.0067033,              0.0067033,              0.0067033
                    335,                0.90886,                0.77589,                 1.0824,                0.94341,                0.94147,                0.96508,                0.80333,                0.71129,                0.52071,                0.96058,              0.0066934,              0.0066934,              0.0066934
                    336,                0.91286,                0.78882,                 1.0908,                0.92319,                0.93405,                0.96258,                 0.8027,                0.70168,                0.51995,                 0.9605,              0.0066835,              0.0066835,              0.0066835
                    337,                0.90616,                0.79591,                 1.0899,                0.94452,                0.93372,                0.96109,                 0.8127,                0.68409,                0.52604,                0.96326,              0.0066736,              0.0066736,              0.0066736
                    338,                0.87926,                0.75154,                 1.0785,                0.91884,                0.94437,                0.96213,                0.80788,                0.70277,                0.55276,                0.96566,              0.0066637,              0.0066637,              0.0066637
                    339,                0.87968,                0.76226,                 1.0721,                0.94139,                0.89952,                0.94061,                0.79555,                0.71288,                0.54343,                0.96958,              0.0066538,              0.0066538,              0.0066538
                    340,                0.88954,                0.77742,                 1.0898,                0.95028,                0.91449,                0.93516,                0.79259,                0.69005,                0.52107,                0.96532,              0.0066439,              0.0066439,              0.0066439
                    341,                0.89691,                0.76529,                  1.073,                0.95916,                0.90989,                0.94739,                0.79884,                0.72527,                0.52417,                0.97073,               0.006634,               0.006634,               0.006634
                    342,                0.88837,                0.76558,                 1.0813,                0.92561,                0.91708,                0.95107,                0.81091,                0.71263,                0.52751,                0.96455,              0.0066241,              0.0066241,              0.0066241
                    343,                0.93544,                0.79329,                 1.0869,                0.94084,                0.89372,                0.94862,                0.80047,                0.71639,                0.52544,                0.96778,              0.0066142,              0.0066142,              0.0066142
                    344,                0.90778,                0.78758,                 1.0804,                0.94632,                0.93351,                0.96101,                0.81634,                0.72156,                0.51543,                0.97074,              0.0066043,              0.0066043,              0.0066043
                    345,                0.88254,                0.73714,                 1.0636,                0.96364,                0.90953,                0.96262,                 0.8155,                0.68167,                0.51354,                0.95615,              0.0065944,              0.0065944,              0.0065944
                    346,                0.87623,                 0.7611,                  1.078,                0.94822,                0.92514,                0.96049,                0.81772,                0.67555,                0.51909,                0.95067,              0.0065845,              0.0065845,              0.0065845
                    347,                0.86419,                0.76137,                 1.0614,                0.94531,                0.94237,                0.96245,                0.81363,                0.69385,                0.53066,                0.96323,              0.0065746,              0.0065746,              0.0065746
                    348,                0.89401,                0.78551,                 1.0743,                0.92752,                0.93462,                0.95682,                0.80992,                0.67179,                0.52965,                0.95657,              0.0065647,              0.0065647,              0.0065647
                    349,                0.87332,                0.75465,                 1.0683,                0.92897,                0.92783,                0.95636,                0.81433,                0.66207,                0.51525,                0.95048,              0.0065548,              0.0065548,              0.0065548
                    350,                0.85523,                0.72223,                 1.0561,                0.95952,                0.92278,                0.96393,                0.82355,                0.69921,                0.51637,                0.95243,              0.0065449,              0.0065449,              0.0065449
                    351,                0.89072,                 0.7545,                 1.0593,                0.94317,                0.92108,                0.95702,                 0.8096,                0.74004,                0.53142,                 0.9652,               0.006535,               0.006535,               0.006535
                    352,                0.88365,                0.75503,                 1.0822,                0.94235,                0.92092,                 0.9597,                0.81765,                0.68406,                0.53846,                0.95793,              0.0065251,              0.0065251,              0.0065251
                    353,                0.86995,                0.74345,                 1.0536,                0.96422,                 0.9191,                0.96067,                0.82345,                 0.6791,                0.51162,                0.95199,              0.0065152,              0.0065152,              0.0065152
                    354,                0.85353,                0.72547,                 1.0624,                0.94863,                0.92512,                0.95888,                0.82725,                0.67082,                0.49564,                0.94831,              0.0065053,              0.0065053,              0.0065053
                    355,                0.87089,                0.74629,                  1.068,                0.96301,                0.91403,                0.96098,                0.82731,                0.68141,                0.49039,                 0.9477,              0.0064954,              0.0064954,              0.0064954
                    356,                0.84214,                0.72925,                 1.0399,                0.96275,                0.91055,                0.95964,                0.82924,                0.69335,                 0.5095,                0.95186,              0.0064855,              0.0064855,              0.0064855
                    357,                0.84633,                0.72352,                 1.0519,                0.95933,                0.92529,                 0.9603,                0.82772,                0.66329,                0.50471,                0.94024,              0.0064756,              0.0064756,              0.0064756
                    358,                0.85025,                0.72068,                 1.0611,                0.94196,                0.93198,                0.95184,                0.81655,                0.65196,                 0.5017,                0.94301,              0.0064657,              0.0064657,              0.0064657
                    359,                0.86504,                0.74425,                 1.0721,                0.93577,                0.93766,                0.96164,                0.82526,                0.64761,                0.50997,                0.94419,              0.0064558,              0.0064558,              0.0064558
                    360,                0.89451,                0.75492,                   1.07,                0.95443,                0.92568,                0.96192,                0.81945,                0.67275,                0.50706,                0.95073,              0.0064459,              0.0064459,              0.0064459
                    361,                0.84553,                0.73352,                 1.0649,                0.95532,                0.91989,                0.95963,                0.81697,                0.68854,                0.50726,                0.95244,               0.006436,               0.006436,               0.006436
                    362,                0.85015,                0.73039,                 1.0563,                0.94986,                 0.9312,                0.96326,                0.82188,                0.68898,                0.50286,                 0.9547,              0.0064261,              0.0064261,              0.0064261
                    363,                0.88778,                0.76052,                 1.0659,                0.92997,                0.95276,                0.95971,                0.82194,                0.67288,                0.50124,                 0.9502,              0.0064162,              0.0064162,              0.0064162
                    364,                0.86572,                0.75805,                 1.0718,                 0.9257,                0.93665,                0.95878,                0.83036,                0.65228,                0.49556,                0.94631,              0.0064063,              0.0064063,              0.0064063
                    365,                0.85528,                0.75206,                 1.0691,                0.96347,                0.92608,                0.95823,                 0.8233,                0.64864,                0.49358,                0.95304,              0.0063964,              0.0063964,              0.0063964
                    366,                0.85849,                 0.7338,                 1.0579,                0.94141,                0.93674,                0.95871,                0.81805,                0.67731,                0.50302,                0.96343,              0.0063865,              0.0063865,              0.0063865
                    367,                0.86674,                0.75277,                   1.07,                  0.939,                0.94016,                0.95941,                0.82164,                0.66439,                0.49232,                0.95199,              0.0063766,              0.0063766,              0.0063766
                    368,                0.85842,                0.74843,                 1.0539,                0.95234,                0.94118,                0.95189,                0.81815,                0.67212,                0.49339,                0.95178,              0.0063667,              0.0063667,              0.0063667
                    369,                0.84432,                0.73333,                 1.0546,                 0.9564,                0.92595,                0.96195,                0.83351,                0.66138,                0.48466,                0.95335,              0.0063568,              0.0063568,              0.0063568
                    370,                0.87286,                 0.7435,                 1.0637,                0.96404,                0.93216,                0.96131,                0.83324,                0.65235,                 0.4947,                0.95518,              0.0063469,              0.0063469,              0.0063469
                    371,                0.87608,                0.74551,                 1.0663,                0.93301,                0.93084,                0.95481,                0.82301,                0.68495,                0.50309,                0.94551,               0.006337,               0.006337,               0.006337
                    372,                0.87037,                0.74457,                 1.0592,                0.94411,                0.92712,                0.95376,                0.81909,                0.65564,                0.51604,                0.94819,              0.0063271,              0.0063271,              0.0063271
                    373,                0.85318,                0.72411,                 1.0548,                0.96099,                0.93089,                0.95619,                0.83025,                0.65699,                0.49558,                0.94746,              0.0063172,              0.0063172,              0.0063172
                    374,                0.87984,                0.74118,                 1.0691,                0.95986,                0.92939,                0.96781,                0.82842,                0.66351,                0.48186,                0.94735,              0.0063073,              0.0063073,              0.0063073
                    375,                0.83375,                0.71072,                  1.041,                0.96916,                0.94401,                0.97208,                0.83286,                0.66692,                0.48853,                0.94574,              0.0062974,              0.0062974,              0.0062974
                    376,                0.85033,                0.72493,                 1.0555,                0.96426,                0.94163,                0.96973,                0.82292,                0.68267,                0.50703,                0.95059,              0.0062875,              0.0062875,              0.0062875
                    377,                0.85798,                0.71232,                 1.0595,                0.95042,                0.92479,                0.96118,                0.82449,                0.67526,                0.51928,                0.94431,              0.0062776,              0.0062776,              0.0062776
                    378,                0.85341,                0.70635,                 1.0506,                0.93082,                0.94663,                0.96061,                0.82339,                0.66694,                0.51926,                0.94448,              0.0062677,              0.0062677,              0.0062677
                    379,                0.86005,                0.73932,                  1.049,                 0.9629,                0.94612,                 0.9733,                0.83845,                0.66484,                0.51266,                0.95112,              0.0062578,              0.0062578,              0.0062578
                    380,                0.86933,                0.74315,                  1.068,                0.97016,                0.93857,                 0.9693,                0.83681,                0.63657,                0.49737,                0.94644,              0.0062479,              0.0062479,              0.0062479
                    381,                0.84117,                 0.7165,                 1.0663,                0.95676,                0.93988,                0.97124,                0.84043,                0.63903,                0.49631,                0.93837,               0.006238,               0.006238,               0.006238
                    382,                0.83567,                0.72119,                 1.0501,                0.93691,                0.96703,                0.97023,                0.83377,                0.63959,                0.48365,                0.93791,              0.0062281,              0.0062281,              0.0062281
                    383,                0.85662,                0.72768,                 1.0491,                0.94056,                0.95998,                0.96768,                0.84007,                0.63676,                0.47269,                0.93368,              0.0062182,              0.0062182,              0.0062182
                    384,                0.83816,                0.72449,                 1.0587,                0.96055,                0.93533,                0.96712,                0.83305,                0.63765,                0.48516,                0.93532,              0.0062083,              0.0062083,              0.0062083
                    385,                0.84365,                0.72092,                 1.0499,                0.96457,                0.93491,                0.96515,                0.82548,                0.65893,                0.49039,                0.94137,              0.0061984,              0.0061984,              0.0061984
                    386,                 0.8364,                0.71242,                  1.054,                0.96858,                0.95191,                0.97037,                0.83797,                0.66215,                0.48074,                0.93672,              0.0061885,              0.0061885,              0.0061885
                    387,                0.82869,                0.70272,                 1.0376,                0.95126,                0.94946,                0.96712,                 0.8337,                0.68603,                0.48081,                0.93933,              0.0061786,              0.0061786,              0.0061786
                    388,                 0.8402,                0.69683,                 1.0423,                0.96382,                0.92872,                0.96829,                0.83658,                0.67545,                0.48208,                 0.9432,              0.0061687,              0.0061687,              0.0061687
                    389,                0.83134,                 0.6965,                 1.0371,                 0.9648,                  0.936,                 0.9695,                0.83328,                0.64854,                0.48425,                 0.9423,              0.0061588,              0.0061588,              0.0061588
                    390,                0.85456,                0.70487,                 1.0539,                0.95347,                0.94288,                0.96619,                 0.8358,                0.65974,                0.48121,                 0.9383,              0.0061489,              0.0061489,              0.0061489
                    391,                0.84441,                0.70563,                 1.0457,                 0.9555,                0.93508,                0.96414,                 0.8335,                0.64995,                0.48758,                0.93801,               0.006139,               0.006139,               0.006139
                    392,                0.82417,                0.69589,                 1.0508,                0.96511,                0.92845,                0.96368,                0.82927,                0.65867,                0.48445,                0.94214,              0.0061291,              0.0061291,              0.0061291
                    393,                0.82564,                 0.6935,                  1.043,                0.96259,                0.93339,                0.96535,                0.83356,                0.65272,                0.48442,                0.94962,              0.0061192,              0.0061192,              0.0061192
                    394,                0.85314,                0.71681,                 1.0467,                 0.9694,                0.92814,                0.96621,                0.83971,                0.63676,                0.47487,                 0.9408,              0.0061093,              0.0061093,              0.0061093
                    395,                0.83432,                0.70401,                 1.0502,                0.96808,                0.92724,                0.96377,                0.83652,                0.65599,                0.47835,                0.94096,              0.0060994,              0.0060994,              0.0060994
                    396,                0.83283,                0.67905,                 1.0391,                 0.9715,                0.93778,                0.96473,                0.83566,                0.64941,                0.48326,                0.94131,              0.0060895,              0.0060895,              0.0060895
                    397,                0.82232,                0.68354,                 1.0382,                  0.951,                0.93612,                0.96102,                0.82442,                0.64952,                0.49716,                0.94457,              0.0060796,              0.0060796,              0.0060796
                    398,                0.80194,                0.69264,                 1.0482,                0.95236,                0.93254,                0.96057,                0.82526,                0.63751,                0.48541,                0.93262,              0.0060697,              0.0060697,              0.0060697
                    399,                0.84218,                0.68824,                  1.046,                0.94797,                0.93657,                0.95588,                0.82643,                0.63816,                0.48054,                0.92459,              0.0060598,              0.0060598,              0.0060598
                    400,                0.85496,                0.74041,                 1.0455,                 0.9666,                0.92295,                 0.9587,                0.83425,                0.62565,                0.48461,                0.92901,              0.0060499,              0.0060499,              0.0060499
                    401,                0.83825,                0.71243,                 1.0545,                0.97021,                0.94179,                0.96961,                0.84728,                0.62845,                0.46453,                0.93039,                0.00604,                0.00604,                0.00604
                    402,                0.81055,                0.67918,                 1.0329,                0.95762,                0.95313,                0.97041,                0.84249,                0.62241,                0.46757,                0.93279,              0.0060301,              0.0060301,              0.0060301
                    403,                0.81876,                 0.6894,                 1.0368,                0.95937,                0.94681,                0.96985,                0.84504,                  0.628,                0.47879,                0.93309,              0.0060202,              0.0060202,              0.0060202
                    404,                0.84169,                0.70382,                 1.0364,                0.96133,                0.93013,                0.96573,                0.83639,                 0.6532,                0.48713,                0.93788,              0.0060103,              0.0060103,              0.0060103
                    405,                0.79745,                0.66302,                 1.0298,                0.95093,                0.93661,                0.96296,                0.83656,                0.63029,                0.47445,                0.92739,              0.0060004,              0.0060004,              0.0060004
                    406,                0.84972,                0.69638,                 1.0419,                0.96749,                0.92878,                0.96056,                0.84795,                0.62003,                0.47872,                0.92885,              0.0059905,              0.0059905,              0.0059905
                    407,                0.81329,                0.69083,                 1.0377,                0.94484,                0.94689,                0.96474,                0.84628,                0.61525,                 0.4676,                0.93217,              0.0059806,              0.0059806,              0.0059806
                    408,                0.81731,                0.67126,                 1.0427,                0.97028,                0.94943,                0.97051,                0.84795,                0.61194,                0.46563,                0.92877,              0.0059707,              0.0059707,              0.0059707
                    409,                0.80631,                0.69303,                 1.0305,                0.97106,                0.93792,                0.97142,                0.84278,                0.61404,                0.48444,                0.92857,              0.0059608,              0.0059608,              0.0059608
                    410,                 0.8337,                0.74208,                 1.0557,                0.97291,                0.93715,                0.97206,                0.84437,                0.62151,                 0.4701,                0.92878,              0.0059509,              0.0059509,              0.0059509
                    411,                0.78574,                0.67805,                 1.0271,                0.96954,                0.95042,                0.97615,                0.85072,                0.63246,                0.45856,                0.92809,               0.005941,               0.005941,               0.005941
                    412,                0.82237,                0.70623,                 1.0421,                0.97492,                0.94225,                0.97282,                0.85069,                0.62378,                0.46339,                0.92461,              0.0059311,              0.0059311,              0.0059311
                    413,                0.80829,                0.67306,                 1.0381,                0.96691,                0.94452,                0.97288,                0.85089,                0.62818,                0.46085,                0.92298,              0.0059212,              0.0059212,              0.0059212
                    414,                0.81491,                0.67491,                 1.0324,                0.97629,                0.94754,                0.97382,                0.85487,                0.61178,                0.44764,                0.92664,              0.0059113,              0.0059113,              0.0059113
                    415,                0.80295,                 0.6662,                 1.0185,                0.98297,                0.94635,                0.97393,                0.85422,                0.60098,                0.46007,                0.92576,              0.0059014,              0.0059014,              0.0059014
                    416,                0.86317,                0.72087,                 1.0568,                0.96693,                 0.9525,                0.97661,                0.85316,                0.59802,                0.45725,                0.92571,              0.0058915,              0.0058915,              0.0058915
                    417,                0.84333,                0.69684,                 1.0404,                0.97625,                 0.9495,                0.97328,                0.85286,                0.61773,                0.45717,                0.93178,              0.0058816,              0.0058816,              0.0058816
                    418,                0.82035,                0.69507,                 1.0269,                0.97325,                0.95173,                0.97536,                0.85216,                0.61853,                0.46429,                0.92816,              0.0058717,              0.0058717,              0.0058717
                    419,                0.80523,                0.67154,                 1.0328,                0.96307,                0.94857,                 0.9708,                0.84852,                0.61924,                0.46004,                0.93233,              0.0058618,              0.0058618,              0.0058618
                    420,                0.80837,                0.67006,                 1.0264,                0.97737,                0.94534,                0.97131,                0.84653,                0.61583,                0.46629,                 0.9332,              0.0058519,              0.0058519,              0.0058519
                    421,                0.80498,                0.67359,                 1.0364,                0.97691,                0.94693,                0.96951,                0.84608,                0.60927,                0.45925,                0.94079,               0.005842,               0.005842,               0.005842
                    422,                 0.8027,                0.67211,                 1.0235,                0.97751,                0.94675,                0.96888,                0.84478,                0.60914,                0.46516,                0.93135,              0.0058321,              0.0058321,              0.0058321
                    423,                0.80006,                0.66649,                  1.027,                0.96928,                0.95403,                0.96932,                0.84431,                0.59806,                0.45289,                0.93487,              0.0058222,              0.0058222,              0.0058222
                    424,                0.79793,                0.67874,                   1.02,                0.96676,                0.94633,                0.96961,                0.84759,                0.60982,                0.45433,                0.92564,              0.0058123,              0.0058123,              0.0058123
                    425,                0.79122,                0.65745,                 1.0167,                0.96742,                0.94472,                0.97151,                0.84986,                0.63002,                0.44872,                0.92506,              0.0058024,              0.0058024,              0.0058024
                    426,                0.79101,                0.66368,                 1.0344,                0.97603,                0.94739,                0.97174,                0.84492,                  0.647,                0.45698,                0.92294,              0.0057925,              0.0057925,              0.0057925
                    427,                0.81313,                0.67695,                 1.0321,                0.95851,                0.93531,                0.96853,                0.84453,                0.62501,                 0.4663,                0.92034,              0.0057826,              0.0057826,              0.0057826
                    428,                0.82253,                0.68601,                 1.0445,                0.95591,                0.92996,                0.96417,                0.84548,                0.62485,                0.46572,                0.92505,              0.0057727,              0.0057727,              0.0057727
                    429,                0.80283,                0.67548,                   1.02,                0.96608,                0.94381,                0.97193,                0.84722,                0.62852,                0.45155,                0.92787,              0.0057628,              0.0057628,              0.0057628
                    430,                0.79907,                0.70234,                 1.0314,                0.96083,                 0.9459,                0.96889,                 0.8538,                0.63216,                0.44413,                0.92407,              0.0057529,              0.0057529,              0.0057529
                    431,                0.77532,                0.64192,                 1.0105,                0.96792,                0.94732,                0.96906,                0.84239,                0.62353,                0.45695,                0.92675,               0.005743,               0.005743,               0.005743
                    432,                0.78721,                 0.6673,                 1.0146,                0.95777,                0.95627,                0.97117,                0.85052,                0.60494,                0.45513,                 0.9298,              0.0057331,              0.0057331,              0.0057331
                    433,                0.79035,                0.64753,                 1.0235,                0.96994,                 0.9546,                0.97042,                0.84735,                0.60087,                0.44812,                0.93025,              0.0057232,              0.0057232,              0.0057232
                    434,                0.80652,                0.66004,                 1.0366,                0.96558,                0.95216,                0.97104,                0.84643,                0.60454,                0.44781,                0.92572,              0.0057133,              0.0057133,              0.0057133
                    435,                  0.799,                0.66341,                 1.0191,                0.96597,                0.95534,                 0.9705,                0.84625,                0.60249,                0.45445,                0.92577,              0.0057034,              0.0057034,              0.0057034
                    436,                0.78688,                0.65831,                 1.0204,                 0.9534,                0.94693,                0.96708,                0.84167,                0.60618,                0.44915,                0.92642,              0.0056935,              0.0056935,              0.0056935
                    437,                0.78228,                0.64859,                 1.0204,                0.96271,                0.93857,                0.96889,                0.84753,                0.61097,                0.45017,                0.92135,              0.0056836,              0.0056836,              0.0056836
                    438,                0.80075,                0.65337,                 1.0159,                0.96753,                0.95159,                0.97193,                0.85034,                0.61956,                0.45207,                0.92518,              0.0056737,              0.0056737,              0.0056737
                    439,                0.80001,                 0.6732,                 1.0397,                0.96875,                0.94906,                0.97087,                0.85515,                0.61835,                0.44837,                0.92554,              0.0056638,              0.0056638,              0.0056638
                    440,                0.77082,                0.64468,                 1.0065,                0.96601,                0.94525,                0.97222,                0.85163,                 0.6087,                0.44573,                 0.9196,              0.0056539,              0.0056539,              0.0056539
                    441,                0.77083,                0.63762,                 1.0077,                0.97381,                0.94137,                0.97191,                0.85631,                0.60629,                0.45047,                0.91949,               0.005644,               0.005644,               0.005644
                    442,                0.80521,                0.65826,                  1.033,                0.96805,                0.94892,                0.97209,                0.85398,                0.60513,                0.44237,                0.92198,              0.0056341,              0.0056341,              0.0056341
                    443,                0.80535,                0.65963,                  1.033,                0.95723,                0.94932,                0.96879,                0.84894,                0.59792,                0.44064,                0.91506,              0.0056242,              0.0056242,              0.0056242
                    444,                0.82069,                0.67898,                 1.0345,                0.96971,                0.94678,                 0.9692,                0.85889,                0.58982,                0.44247,                0.91424,              0.0056143,              0.0056143,              0.0056143
                    445,                0.77601,                0.65291,                 1.0213,                0.95961,                 0.9423,                0.95976,                0.84891,                0.59881,                0.44324,                0.91513,              0.0056044,              0.0056044,              0.0056044
                    446,                0.81298,                0.67945,                 1.0287,                0.96233,                 0.9408,                0.96499,                0.85065,                0.59935,                0.44551,                 0.9165,              0.0055945,              0.0055945,              0.0055945
                    447,                0.77995,                0.65411,                 1.0221,                0.97135,                 0.9412,                 0.9686,                 0.8544,                0.59411,                0.44263,                0.91804,              0.0055846,              0.0055846,              0.0055846
                    448,                0.77355,                0.63662,                 1.0081,                0.97857,                0.94581,                0.97124,                 0.8588,                0.60263,                0.45167,                0.91886,              0.0055747,              0.0055747,              0.0055747
                    449,                0.77036,                0.64593,                 1.0206,                0.96438,                0.94875,                0.97228,                0.85749,                0.59759,                0.45094,                0.91755,              0.0055648,              0.0055648,              0.0055648
                    450,                  0.786,                0.64239,                   1.02,                0.96582,                0.94644,                0.97177,                0.84967,                0.60277,                0.44157,                0.91608,              0.0055549,              0.0055549,              0.0055549
                    451,                0.77247,                0.63639,                 1.0212,                0.97011,                0.95165,                 0.9732,                 0.8504,                0.60016,                 0.4344,                0.91239,               0.005545,               0.005545,               0.005545
                    452,                0.78703,                0.65935,                 1.0341,                 0.9662,                0.95597,                0.97363,                0.85964,                0.62272,                0.44209,                 0.9193,              0.0055351,              0.0055351,              0.0055351
                    453,                0.78803,                 0.6528,                 1.0179,                0.95804,                0.95677,                0.97287,                0.85338,                0.62789,                0.44447,                0.92661,              0.0055252,              0.0055252,              0.0055252
                    454,                0.79738,                0.64928,                 1.0194,                0.97008,                0.95723,                0.97271,                0.86337,                0.61515,                 0.4402,                0.92395,              0.0055153,              0.0055153,              0.0055153
                    455,                0.78106,                0.62636,                  1.013,                0.97001,                0.95023,                0.96778,                0.85741,                0.58294,                0.43184,                0.91438,              0.0055054,              0.0055054,              0.0055054
                    456,                0.78274,                0.64283,                 1.0183,                0.96396,                0.95423,                0.96616,                0.85247,                0.57242,                0.43282,                0.91308,              0.0054955,              0.0054955,              0.0054955
                    457,                0.79555,                0.66464,                 1.0219,                0.97176,                 0.9482,                0.97064,                 0.8579,                0.57778,                 0.4324,                0.91518,              0.0054856,              0.0054856,              0.0054856
                    458,                0.77013,                0.63932,                 1.0138,                0.97144,                 0.9468,                0.96897,                0.85557,                0.57207,                0.42841,                0.91421,              0.0054757,              0.0054757,              0.0054757
                    459,                0.76122,                0.62894,                 1.0128,                0.97056,                0.94812,                0.97397,                0.85451,                0.58217,                0.42749,                 0.9116,              0.0054658,              0.0054658,              0.0054658
                    460,                0.80561,                0.67193,                 1.0236,                0.97239,                0.94372,                0.97395,                0.85617,                0.57354,                0.42995,                0.90913,              0.0054559,              0.0054559,              0.0054559
                    461,                0.79054,                0.65726,                 1.0244,                0.95283,                0.94718,                0.97374,                0.85953,                0.57245,                0.43734,                0.91141,               0.005446,               0.005446,               0.005446
                    462,                0.76734,                 0.6474,                 1.0061,                0.96709,                 0.9508,                0.97369,                0.85634,                0.57457,                0.43458,                0.90983,              0.0054361,              0.0054361,              0.0054361
                    463,                0.80079,                0.65128,                 1.0292,                0.96394,                0.94586,                0.97166,                 0.8653,                 0.5638,                0.43253,                0.90215,              0.0054262,              0.0054262,              0.0054262
                    464,                0.78493,                0.64106,                 1.0172,                0.97159,                0.93582,                0.97147,                0.86347,                0.55758,                0.42392,                 0.9027,              0.0054163,              0.0054163,              0.0054163
                    465,                0.78498,                0.66714,                 1.0294,                0.97588,                0.93874,                0.97115,                0.86467,                0.55625,                0.42918,                0.90183,              0.0054064,              0.0054064,              0.0054064
